identifier,id_type,n_accounts,n_open,accounts,locations,suppliers,account_styles,replaced_on,months_with_kwh,overlap_months,surplus_kwh,surplus_tco2e,classification
0000371383TU129,ICP,2,0,5009_ICP_0000371383TU129 | 91237_ICP_0000371383TU129,_CLOSED_Support_Corp_Property | Taupo (66 Paro Hapi Street),Downer | Downer,Electricity – purchased from grid [kWh] | Electricity – purchased from grid [kWh],30 Jun 2022 | 31 Mar 2023,none | none,,0,0.0,Legitimate succession - closed predecessor plus live replacement
0000382532TPE86,ICP,2,0,5140_ICP_0000382532TPE86 | 561531_ICP_0000382532TPE86,_CLOSED_U_ITS | Invercargill Communications,Downer | Downer,Electricity – purchased from grid [kWh] | Electricity – purchased from grid [kWh],30 Jun 2022 | 31 May 2023,none | none,,0,0.0,Legitimate succession - closed predecessor plus live replacement
0000386961TP0C2,ICP,2,0,5140_ICP_0000386961TP0C2 | 561544_ICP_0000386961TP0C2,_CLOSED_U_ITS | DNZ National Radio Comms,Downer | Downer,Electricity – purchased from grid [kWh] | Electricity – purchased from grid [kWh],30 Jun 2022 | 31 May 2023,none | none,,0,0.0,Legitimate succession - closed predecessor plus live replacement
0000405525TP7AF,ICP,2,0,5060_ICP_0000405525TP7AF | 55682_ICP_0000405525TP7AF,_CLOSED_Depot_T_Te Anau | Te Anau Depot,Downer | Downer,Electricity – purchased from grid [kWh] | Electricity – purchased from grid [kWh],30 Jun 2022 | 30 Jun 2023,none | none,,0,0.0,Legitimate succession - closed predecessor plus live replacement
0000408379TP09F,ICP,2,0,5009_ICP_0000408379TP09F | 91336_ICP_0000408379TP09F,_CLOSED_Support_Corp_Property | Te Anau (103 Howden St),Downer | Downer,Electricity – purchased from grid [kWh] | Electricity – purchased from grid [kWh],30 Jun 2022 | 31 May 2023,none | none,,0,0.0,Legitimate succession - closed predecessor plus live replacement
0000485414CE4EE,ICP,2,0,5051_ICP_0000485414CE4EE | 55680_ICP_0000485414CE4EE,_CLOSED_Depot_T_Queenstown | Queenstown Depot,Downer | Downer,Electricity – purchased from grid [kWh] | Electricity – purchased from grid [kWh],30 Jun 2022 | 30 Jun 2023,none | none,,0,0.0,Legitimate succession - closed predecessor plus live replacement
0000486901CE4E4,ICP,2,0,5051_ICP_0000486901CE4E4 | 55680_ICP_0000486901CE4E4,_CLOSED_Depot_T_Queenstown | Queenstown Depot,Downer | Downer,Electricity – purchased from grid [kWh] | Electricity – purchased from grid [kWh],30 Jun 2022 | 30 Jun 2023,none | none,,0,0.0,Legitimate succession - closed predecessor plus live replacement
0000488998CED92,ICP,2,0,5172_ICP_0000488998CED92 | PS2639_ICP_0000488998CED92,_CLOSED_T_South_Residual-Jobs-CWB-JDE | WTPA,Downer | Downer,Electricity – purchased from grid [kWh] | Electricity – purchased from grid [kWh],30 Jun 2022 | 30 Jun 2023,none | none,,0,0.0,Legitimate succession - closed predecessor plus live replacement
0000501318DEB20,ICP,3,0,5009_ICP_0000501318DEB20 | 5104_ICP_0000501318DEB20 | 91001_ICP_0000501318DEB20,_CLOSED_Support_Corp_Property | _CLOSED_Support_T_Plant | Properties Overheads,Downer | Downer | Downer,Electricity – purchased from grid [kWh] | Electricity – purchased from grid [kWh] | Electricity – purchased from grid [kWh],30 Jun 2022 | 30 Jun 2022 | 30 Jun 2023,none | none | none,,0,0.0,Legitimate succession - closed predecessor plus live replacement
0000508197CE908,ICP,2,0,5174_ICP_0000508197CE908 | 5327_ICP_0000508197CE908,_CLOSED_T_South_Residual-Jobs-Jobpac | _CLOSED_T_South_TuckersBeachRd,Downer | Downer,Electricity – purchased from grid [kWh] | Electricity – purchased from grid [kWh],10 Jul 2019 | 30 Jun 2022,none | none,,0,0.0,Legitimate succession - closed predecessor plus live replacement
0000510594DE233,ICP,2,0,5174_ICP_0000510594DE233 | JP_DS2652_ICP_0000510594DE233,_CLOSED_T_South_Residual-Jobs-Jobpac | SH88 PORT CHALMERS SAFETY IMPR,Downer | Downer,Electricity – purchased from grid [kWh] | Electricity – purchased from grid [kWh],30 Jun 2022 | 30 Jun 2024,none | none,,0,0.0,Legitimate succession - closed predecessor plus live replacement
0000510599DED68,ICP,2,0,5174_ICP_0000510599DED68 | JP_DS2652_ICP_0000510599DED68,_CLOSED_T_South_Residual-Jobs-Jobpac | SH88 PORT CHALMERS SAFETY IMPR,Downer | Downer,Electricity – purchased from grid [kWh] | Electricity – purchased from grid [kWh],30 Jun 2022 | 30 Jun 2024,none | none,,0,0.0,Legitimate succession - closed predecessor plus live replacement
0000510639CE86F,ICP,2,0,5121_ICP_0000510639CE86F | 556598_ICP_0000510639CE86F,_CLOSED_T_Southland / Central | Te Pa Tahuna (Ngai Tahu),Downer | Downer,Electricity – purchased from grid [kWh] | Electricity – purchased from grid [kWh],30 Jun 2022 | 30 Jun 2023,none | none,,0,0.0,Legitimate succession - closed predecessor plus live replacement
0000519132NR7B9,ICP,3,1,3502_ICP_0000519132NR7B9 | 5010_ICP_0000519132NR7B9 | Eco_ICP_0000519132NR7B9,Asphalt Prod - Whangarei | _CLOSED_Asphalt _Whangarei | Asphalt Prod - Whangarei,Downer | Downer | Ecotricity,Electricity – purchased from grid [kWh] | Electricity – purchased from grid [kWh] | Electricity – purchased from grid [kWh],30 Apr 2023 | 30 Jun 2022 | open,"none | none | Mar26,Apr26,May26,Jun26,Jul26,Aug26",,0,0.0,Legitimate succession - closed predecessor plus live replacement
0000526222NR65B,ICP,2,0,5252_ICP_0000526222NR65B | 55512_ICP_0000526222NR65B,_CLOSED_Depot_T_Dargaville | Dargaville Depot,Downer | Downer,Electricity – purchased from grid [kWh] | Electricity – purchased from grid [kWh],30 Jun 2022 | 30 Jun 2023,none | none,,0,0.0,Legitimate succession - closed predecessor plus live replacement
0000540984TU702,ICP,2,0,5003_ICP_0000540984TU702 | 9010_ICP_0000540984TU702,_CLOSED_Recharges_BP | Hawkins Construction Recharges,Downer | Downer,Electricity – purchased from grid [kWh] | Electricity – purchased from grid [kWh],30 Jun 2022 | 31 Mar 2023,none | none,,0,0.0,Legitimate succession - closed predecessor plus live replacement
0000541526TU234,ICP,2,0,5003_ICP_0000541526TU234 | 9010_ICP_0000541526TU234,_CLOSED_Recharges_BP | Hawkins Construction Recharges,Downer | Downer,Electricity – purchased from grid [kWh] | Electricity – purchased from grid [kWh],30 Jun 2022 | 30 Jun 2023,none | none,,0,0.0,Legitimate succession - closed predecessor plus live replacement
0000541527TUE71,ICP,2,0,5003_ICP_0000541527TUE71 | 9010_ICP_0000541527TUE71,_CLOSED_Recharges_BP | Hawkins Construction Recharges,Downer | Downer,Electricity – purchased from grid [kWh] | Electricity – purchased from grid [kWh],30 Jun 2022 | 30 Jun 2023,none | none,,0,0.0,Legitimate succession - closed predecessor plus live replacement
0000548841NR5F9,ICP,2,0,5072_ICP_0000548841NR5F9 | 55510_ICP_0000548841NR5F9,_CLOSED_Depot_T_Whangarei | Whangarei Depot,Downer | Downer,Electricity – purchased from grid [kWh] | Electricity – purchased from grid [kWh],30 Jun 2022 | 30 Jun 2023,none | none,,0,0.0,Legitimate succession - closed predecessor plus live replacement
0000549182NR67F,ICP,2,0,5072_ICP_0000549182NR67F | 55510_ICP_0000549182NR67F,_CLOSED_Depot_T_Whangarei | Whangarei Depot,Downer | Downer,Electricity – purchased from grid [kWh] | Electricity – purchased from grid [kWh],30 Jun 2022 | 31 May 2023,none | none,,0,0.0,Legitimate succession - closed predecessor plus live replacement
0000584375WTD6A,ICP,2,0,5140_ICP_0000584375WTD6A | 561544_ICP_0000584375WTD6A,_CLOSED_U_ITS | DNZ National Radio Comms,Downer | Downer,Electricity – purchased from grid [kWh] | Electricity – purchased from grid [kWh],30 Jun 2022 | 31 May 2023,none | none,,0,0.0,Legitimate succession - closed predecessor plus live replacement
0000596055TP6BF,ICP,2,0,3101_ICP_0000596055TP6BF | 5305_ICP_0000596055TP6BF,TRC - Admin | _CLOSED_Support_T_TRC,Downer | Downer,Electricity – purchased from grid [kWh] | Electricity – purchased from grid [kWh],31 Mar 2023 | 30 Jun 2022,none | none,,0,0.0,Legitimate succession - closed predecessor plus live replacement
0000620071WPB92,ICP,2,0,10183_ICP_0000620071WPB92 | 5134_ICP_0000620071WPB92,West Coast Telco Ops | _CLOSED_U_Util_O&M,Downer | Downer,Electricity – purchased from grid [kWh] | Electricity – purchased from grid [kWh],31 May 2023 | 30 Jun 2022,none | none,,0,0.0,Legitimate succession - closed predecessor plus live replacement
0000624842MP24B,ICP,2,0,5036_ICP_0000624842MP24B | 55626_ICP_0000624842MP24B,_CLOSED_Depot_T_Kaikaoura | Kaikoura Depot,Downer | Downer,Electricity – purchased from grid [kWh] | Electricity – purchased from grid [kWh],30 Jun 2022 | 30 Jun 2023,none | none,,0,0.0,Legitimate succession - closed predecessor plus live replacement
0000644430TPBA4,ICP,2,0,3101_ICP_0000644430TPBA4 | 5305_ICP_0000644430TPBA4,TRC - Admin | _CLOSED_Support_T_TRC,Downer | Downer,Electricity – purchased from grid [kWh] | Electricity – purchased from grid [kWh],31 May 2023 | 30 Jun 2022,none | none,,0,0.0,Legitimate succession - closed predecessor plus live replacement
0000660398UN329,ICP,2,0,5166_ICP_0000660398UN329 | 55535_ICP_0000660398UN329,_CLOSED_Depot_T_Util_Water_Albany | Albany Depot(Water),Downer | Downer,Electricity – purchased from grid [kWh] | Electricity – purchased from grid [kWh],30 Jun 2022 | 31 May 2023,none | none,,0,0.0,Legitimate succession - closed predecessor plus live replacement
0000700385MP041,ICP,2,0,5115_ICP_0000700385MP041 | 561535_ICP_0000700385MP041,_CLOSED_T_Canterbury | ITS Kaikoura NCTIR,Downer | Downer,Electricity – purchased from grid [kWh] | Electricity – purchased from grid [kWh],30 Jun 2022 | 31 May 2023,none | none,,0,0.0,Legitimate succession - closed predecessor plus live replacement
0000700787MPCC5,ICP,2,0,5009_ICP_0000700787MPCC5 | 91359_ICP_0000700787MPCC5,_CLOSED_Support_Corp_Property | Amberley (58 Grays Road),Downer | Downer,Electricity – purchased from grid [kWh] | Electricity – purchased from grid [kWh],30 Jun 2022 | 31 May 2023,none | none,,0,0.0,Legitimate succession - closed predecessor plus live replacement
0000734355NVC9C,ICP,2,1,5014_ICP_0000734355NVC9C | Eco_ICP_0000734355NVC9C,_CLOSED_Asphalt_Invercargill | Asphalt Prod - Invercargill,Downer | Ecotricity,Electricity – purchased from grid [kWh] | Electricity – purchased from grid [kWh],30 Jun 2022 | open,"none | Mar26,Apr26,May26,Jun26,Jul26,Aug26",,0,0.0,Legitimate succession - closed predecessor plus live replacement
0000744632NV11A,ICP,3,0,5104_ICP_0000744632NV11A | 5174_ICP_0000744632NV11A | JP_DS2669_ICP_0000744632NV11A,_CLOSED_Support_T_Plant | _CLOSED_T_South_Residual-Jobs-Jobpac | ICC STREETSCAPES,Downer | Downer | Downer,Electricity – purchased from grid [kWh] | Electricity – purchased from grid [kWh] | Electricity – purchased from grid [kWh],30 Jun 2022 | 30 Jun 2022 | 30 Jun 2024,none | none | none,,0,0.0,Legitimate succession - closed predecessor plus live replacement
0000744633NVD5F,ICP,3,0,5104_ICP_0000744633NVD5F | 5174_ICP_0000744633NVD5F | JP_DS2669_ICP_0000744633NVD5F,_CLOSED_Support_T_Plant | _CLOSED_T_South_Residual-Jobs-Jobpac | ICC STREETSCAPES,Downer | Downer | Downer,Electricity – purchased from grid [kWh] | Electricity – purchased from grid [kWh] | Electricity – purchased from grid [kWh],30 Jun 2022 | 30 Jun 2022 | 30 Jun 2024,none | none | none,,0,0.0,Legitimate succession - closed predecessor plus live replacement
0000775286NVE2F,ICP,3,0,5009_ICP_0000775286NVE2F | 5104_ICP_0000775286NVE2F | 91364_ICP_0000775286NVE2F,_CLOSED_Support_Corp_Property | _CLOSED_Support_T_Plant | Invercargill (12 Fern Street),Downer | Downer | Downer,Electricity – purchased from grid [kWh] | Electricity – purchased from grid [kWh] | Electricity – purchased from grid [kWh],30 Jun 2022 | 30 Jun 2022 | 30 Jun 2023,none | none | none,,0,0.0,Legitimate succession - closed predecessor plus live replacement
0000900914TU1BE,ICP,2,0,5003_ICP_0000900914TU1BE | 9010_ICP_0000900914TU1BE,_CLOSED_Recharges_BP | Hawkins Construction Recharges,Downer | Downer,Electricity – purchased from grid [kWh] | Electricity – purchased from grid [kWh],30 Jun 2022 | 30 Jun 2023,none | none,,0,0.0,Legitimate succession - closed predecessor plus live replacement
0000922160TUF69,ICP,3,0,5009_ICP_0000922160TUF69 | 5104_ICP_0000922160TUF69 | 91217_ICP_0000922160TUF69,_CLOSED_Support_Corp_Property | _CLOSED_Support_T_Plant | Te Puke ( 19 Station Road),Downer | Downer | Downer,Electricity – purchased from grid [kWh] | Electricity – purchased from grid [kWh] | Electricity – purchased from grid [kWh],30 Jun 2022 | 30 Jun 2022 | 30 Jun 2023,none | none | none,,0,0.0,Legitimate succession - closed predecessor plus live replacement
0000931749NV418,ICP,3,1,3042_ICP_0000931749NV418 | 5017_ICP_0000931749NV418 | Eco_ICP_0000931749NV418,Bitumen - Bluff | _CLOSED_Bitumen_Bluff | Bitumen - Bluff,Downer | Downer | Ecotricity,Electricity – purchased from grid [kWh] | Electricity – purchased from grid [kWh] | Electricity – purchased from grid [kWh],30 Apr 2023 | 30 Jun 2022 | open,"none | none | Mar26,Apr26,May26,Jun26,Jul26,Aug26",,0,0.0,Legitimate succession - closed predecessor plus live replacement
0000939570TUEC4,ICP,3,1,3040_ICP_0000939570TUEC4 | 5019_ICP_0000939570TUEC4 | Eco_ICP_0000939570TUEC4,Bitumen - Mt Maunganui | _CLOSED_Bitumen_Mt Maunganui | Bitumen - Mt Maunganui,Downer | Downer | Ecotricity,Electricity – purchased from grid [kWh] | Electricity – purchased from grid [kWh] | Electricity – purchased from grid [kWh],30 Apr 2023 | 30 Jun 2022 | open,"none | none | Mar26,Apr26,May26,Jun26,Jul26,Aug26",,0,0.0,Legitimate succession - closed predecessor plus live replacement
0000951220TU696,ICP,2,0,5001_ICP_0000951220TU696 | 91220_ICP_0000951220TU696,_CLOSED_Support_Corp_HSE | Tauriko (Taurikura Dr),Downer | Downer,Electricity – purchased from grid [kWh] | Electricity – purchased from grid [kWh],30 Jun 2022 | 30 Jun 2023,none | none,,0,0.0,Legitimate succession - closed predecessor plus live replacement
0000967277TU7B8,ICP,2,0,5058_ICP_0000967277TU7B8 | 55615_ICP_0000967277TU7B8,_CLOSED_Depot_T_Taupo (Mahoe St) | Taupo (Mahoe St) Depot,Downer | Downer,Electricity – purchased from grid [kWh] | Electricity – purchased from grid [kWh],30 Jun 2022 | 31 May 2023,none | none,,0,0.0,Legitimate succession - closed predecessor plus live replacement
0000968029TUF4C,ICP,2,0,5142_ICP_0000968029TUF4C | 63990_ICP_0000968029TUF4C,_CLOSED_Support_U_P&G_Electricity | Utilities Support Misc Rechges,Downer | Downer,Electricity – purchased from grid [kWh] | Electricity – purchased from grid [kWh],30 Jun 2022 | 31 May 2023,none | none,,0,0.0,Legitimate succession - closed predecessor plus live replacement
0001001775PCC89,ICP,2,0,5044_ICP_0001001775PCC89 | 55572_ICP_0001001775PCC89,_CLOSED_Depot_T_New Plymouth | New Plymouth Depot,Downer | Downer,Electricity – purchased from grid [kWh] | Electricity – purchased from grid [kWh],30 Jun 2022 | 30 Jun 2023,none | none,,0,0.0,Legitimate succession - closed predecessor plus live replacement
0001051206TG35C,ICP,2,0,5047_ICP_0001051206TG35C | 55550_ICP_0001051206TG35C,_CLOSED_Depot_T_Palmerston | Palmerston Depot,Downer | Downer,Electricity – purchased from grid [kWh] | Electricity – purchased from grid [kWh],30 Jun 2022 | 30 Jun 2023,none | none,,0,0.0,Legitimate succession - closed predecessor plus live replacement
0001259077UN7C4,ICP,2,0,5166_ICP_0001259077UN7C4 | 55535_ICP_0001259077UN7C4,_CLOSED_Depot_T_Util_Water_Albany | Albany Depot(Water),Downer | Downer,Electricity – purchased from grid [kWh] | Electricity – purchased from grid [kWh],30 Jun 2022 | 31 May 2023,none | none,,0,0.0,Legitimate succession - closed predecessor plus live replacement
0001302906EN76C,ICP,2,0,5071_ICP_0001302906EN76C | 55580_ICP_0001302906EN76C,_CLOSED_Depot_T_Gisborne | Gisborne Depot,Downer | Downer,Electricity – purchased from grid [kWh] | Electricity – purchased from grid [kWh],30 Jun 2022 | 31 May 2023,none | none,,0,0.0,Legitimate succession - closed predecessor plus live replacement
0001302909EN8B2,ICP,2,0,5071_ICP_0001302909EN8B2 | 55580_ICP_0001302909EN8B2,_CLOSED_Depot_T_Gisborne | Gisborne Depot,Downer | Downer,Electricity – purchased from grid [kWh] | Electricity – purchased from grid [kWh],30 Jun 2022 | 30 Jun 2023,none | none,,0,0.0,Legitimate succession - closed predecessor plus live replacement
0001302912ENCCB,ICP,2,0,5071_ICP_0001302912ENCCB | 55580_ICP_0001302912ENCCB,_CLOSED_Depot_T_Gisborne | Gisborne Depot,Downer | Downer,Electricity – purchased from grid [kWh] | Electricity – purchased from grid [kWh],30 Jun 2022 | 30 Jun 2023,none | none,,0,0.0,Legitimate succession - closed predecessor plus live replacement
0001399766UNEF2,ICP,2,0,10032_ICP_0001399766UNEF2 | 5127_ICP_0001399766UNEF2,UFB Services Hub | _CLOSED_Depot_U_Util_UFB,Downer | Downer,Electricity – purchased from grid [kWh] | Electricity – purchased from grid [kWh],31 May 2023 | 30 Jun 2022,none | none,,0,0.0,Legitimate succession - closed predecessor plus live replacement
0001408287UNE67,ICP,2,0,3001_ICP_0001408287UNE67 | 5097_ICP_0001408287UNE67,Administration Dept | _CLOSED_Support_T_Bitumen,Downer | Downer,Electricity – purchased from grid [kWh] | Electricity – purchased from grid [kWh],30 Jun 2023 | 30 Jun 2022,none | none,,0,0.0,Legitimate succession - closed predecessor plus live replacement
0001430190TG470,ICP,2,0,5022_ICP_0001430190TG470 | 55674_ICP_0001430190TG470,_CLOSED_Depot_T_Balclutha | Balclutha Depot,Downer | Downer,Electricity – purchased from grid [kWh] | Electricity – purchased from grid [kWh],30 Jun 2022 | 31 May 2023,none | none,,0,0.0,Legitimate succession - closed predecessor plus live replacement
0001510110PCCA2,ICP,3,1,3045_ICP_0001510110PCCA2 | 5020_ICP_0001510110PCCA2 | Eco_ICP_0001510110PCCA2,Bitumen - Taranaki | _CLOSED_Bitumen_Taranaki | Bitumen - Taranaki,Downer | Downer | Ecotricity,Electricity – purchased from grid [kWh] | Electricity – purchased from grid [kWh] | Electricity – purchased from grid [kWh],30 Apr 2023 | 30 Jun 2022 | open,"none | none | Mar26,Apr26,May26,Jun26,Jul26,Aug26",,0,0.0,Legitimate succession - closed predecessor plus live replacement
0001621035TG9BD,ICP,2,0,5039_ICP_0001621035TG9BD | 55688_ICP_0001621035TG9BD,_CLOSED_Depot_T_Lawrence | Lawrence Depot,Downer | Downer,Electricity – purchased from grid [kWh] | Electricity – purchased from grid [kWh],30 Jun 2022 | 31 May 2023,none | none,,0,0.0,Legitimate succession - closed predecessor plus live replacement
0001742361PC751,ICP,2,0,3505_ICP_0001742361PC751 | 5015_ICP_0001742361PC751,Asphalt Prod - New Plymouth | _CLOSED_Asphalt_New Plymouth,Downer | Downer,Electricity – purchased from grid [kWh] | Electricity – purchased from grid [kWh],30 Jun 2023 | 30 Jun 2022,none | none,,0,0.0,Legitimate succession - closed predecessor plus live replacement
0001801477PC47E,ICP,2,0,5044_ICP_0001801477PC47E | 5330_ICP_0001801477PC47E,_CLOSED_Depot_T_New Plymouth | _CLOSED_T_Pacific,Downer | Downer,Electricity – purchased from grid [kWh] | Electricity – purchased from grid [kWh],01 Mar 2021 | 28 Sep 2020,none | none,,0,0.0,Legitimate succession - closed predecessor plus live replacement
0002105740WM96B,ICP,3,0,5056_ICP_0002105740WM96B | 55563_ICP_0002105740WM96B | 91999_ICP_0002105740WM96B,_CLOSED_Depot_T_Taumarunui | Taumarunui Depot | Cell Towers,Downer | Downer | Downer,Electricity – purchased from grid [kWh] | Electricity – purchased from grid [kWh] | Electricity – purchased from grid [kWh],30 Jun 2022 | 31 Mar 2023 | 31 May 2023,none | none | none,,0,0.0,Legitimate succession - closed predecessor plus live replacement
0003333205AL559,ICP,3,0,5009_ICP_0003333205AL559 | 5104_ICP_0003333205AL559 | 91287_ICP_0003333205AL559,_CLOSED_Support_Corp_Property | _CLOSED_Support_T_Plant | Timaru (100 Pages Road),Downer | Downer | Downer,Electricity – purchased from grid [kWh] | Electricity – purchased from grid [kWh] | Electricity – purchased from grid [kWh],30 Jun 2022 | 30 Jun 2022 | 31 Mar 2023,none | none | none,,0,0.0,Legitimate succession - closed predecessor plus live replacement
0003860192TP8AB,ICP,3,0,5121_0003860192TP8AB | 5121_ICP_0003860192TP8AB | 556260_ICP_0003860192TP8AB,_CLOSED_T_Southland / Central | _CLOSED_T_Southland / Central | NZTA Contract PW S88/01,Downer | Downer | Downer,Electricity – purchased from grid [kWh] | Electricity – purchased from grid [kWh] | Electricity – purchased from grid [kWh],30 Jun 2022 | 30 Jun 2022 | 31 May 2023,none | none | none,,0,0.0,Legitimate succession - closed predecessor plus live replacement
0004067806HB1B8,ICP,2,0,5116_ICP_0004067806HB1B8 | 550774_ICP_0004067806HB1B8,_CLOSED_T_Central North | Taupo RT Repeaters & Network,Downer | Downer,Electricity – purchased from grid [kWh] | Electricity – purchased from grid [kWh],30 Jun 2022 | 31 May 2023,none | none,,0,0.0,Legitimate succession - closed predecessor plus live replacement
0004670663ALAA1,ICP,2,0,5063_ICP_0004670663ALAA1 | 55652_ICP_0004670663ALAA1,_CLOSED_Depot_T_Timaru | Timaru Depot,Downer | Downer,Electricity – purchased from grid [kWh] | Electricity – purchased from grid [kWh],30 Jun 2022 | 31 May 2023,none | none,,0,0.0,Legitimate succession - closed predecessor plus live replacement
0005302990ENBEF,ICP,2,0,5095_ICP_0005302990ENBEF | 55192_ICP_0005302990ENBEF,_CLOSED_Quarry_WOK | Quarry - WOK,Downer | Downer,Electricity – purchased from grid [kWh] | Electricity – purchased from grid [kWh],30 Jun 2022 | 30 Jun 2023,none | none,,0,0.0,Legitimate succession - closed predecessor plus live replacement
0005302992ENB6A,ICP,3,1,5095_ICP_0005302992ENB6A | 55192_ICP_0005302992ENB6A | Eco_ICP_0005302992ENB6A,_CLOSED_Quarry_WOK | Quarry - WOK | Quarry - WOK,Downer | Downer | Ecotricity,Electricity – purchased from grid [kWh] | Electricity – purchased from grid [kWh] | Electricity – purchased from grid [kWh],30 Jun 2022 | 30 Apr 2023 | open,"none | none | Mar26,Apr26,May26,Jun26,Jul26,Aug26",,0,0.0,Legitimate succession - closed predecessor plus live replacement
0006606442ML38E,ICP,2,0,5050_ICP_0006606442ML38E | 55628_ICP_0006606442ML38E,_CLOSED_Depot_T_Picton | Picton Depot,Downer | Downer,Electricity – purchased from grid [kWh] | Electricity – purchased from grid [kWh],30 Jun 2022 | 31 May 2023,none | none,,0,0.0,Legitimate succession - closed predecessor plus live replacement
0006725275TUA67,ICP,2,0,5142_ICP_0006725275TUA67 | 63990_ICP_0006725275TUA67,_CLOSED_Support_U_P&G_Electricity | Utilities Support Misc Rechges,Downer | Downer,Electricity – purchased from grid [kWh] | Electricity – purchased from grid [kWh],30 Jun 2022 | 31 May 2023,none | none,,0,0.0,Legitimate succession - closed predecessor plus live replacement
0006863450RN0A4,ICP,3,1,3041_ICP_0006863450RN0A4 | 5018_ICP_0006863450RN0A4 | Eco_ICP_0006863450RN0A4,Bitumen - Lyttleton | _CLOSED_Bitumen_Lyttelton | Bitumen - Lyttleton,Downer | Downer | Ecotricity,Electricity – purchased from grid [kWh] | Electricity – purchased from grid [kWh] | Electricity – purchased from grid [kWh],30 Apr 2023 | 30 Jun 2022 | open,"none | none | Mar26,Apr26,May26,Jun26,Jul26,Aug26",,0,0.0,Legitimate succession - closed predecessor plus live replacement
0007109850WM31B,ICP,2,0,5056_ICP_0007109850WM31B | 55563_ICP_0007109850WM31B,_CLOSED_Depot_T_Taumarunui | Taumarunui Depot,Downer | Downer,Electricity – purchased from grid [kWh] | Electricity – purchased from grid [kWh],30 Jun 2022 | 30 Apr 2023,none | none,,0,0.0,Legitimate succession - closed predecessor plus live replacement
0007109860WM4E3,ICP,2,0,5056_ICP_0007109860WM4E3 | 55563_ICP_0007109860WM4E3,_CLOSED_Depot_T_Taumarunui | Taumarunui Depot,Downer | Downer,Electricity – purchased from grid [kWh] | Electricity – purchased from grid [kWh],30 Jun 2022 | 31 May 2023,none | none,,0,0.0,Legitimate succession - closed predecessor plus live replacement
0007114916TUD0B,ICP,2,0,5003_ICP_0007114916TUD0B | 9010_ICP_0007114916TUD0B,_CLOSED_Recharges_BP | Hawkins Construction Recharges,Downer | Downer,Electricity – purchased from grid [kWh] | Electricity – purchased from grid [kWh],30 Jun 2022 | 31 May 2023,none | none,,0,0.0,Legitimate succession - closed predecessor plus live replacement
0007118408RN645,ICP,2,0,5024_ICP_0007118408RN645 | 55650_ICP_0007118408RN645,_CLOSED_Depot_T_Christchurch (McLeans Is) | Christchurch Depot(McLeans Is),Downer | Downer,Electricity – purchased from grid [kWh] | Electricity – purchased from grid [kWh],30 Jun 2022 | 30 Jun 2023,none | none,,0,0.0,Legitimate succession - closed predecessor plus live replacement
0007128798RNB8D,ICP,2,0,5003_ICP_0007128798RNB8D | 9010_ICP_0007128798RNB8D,_CLOSED_Recharges_BP | Hawkins Construction Recharges,Downer | Downer,Electricity – purchased from grid [kWh] | Electricity – purchased from grid [kWh],30 Jun 2022 | 30 Jun 2023,none | none,,0,0.0,Legitimate succession - closed predecessor plus live replacement
0007143106RNC4F,ICP,2,0,10150_ICP_0007143106RNC4F | 5126_ICP_0007143106RNC4F,Shands Rd Occupancy Site Dept | _CLOSED_Depot_U_Shands-Rd,Downer | Downer,Electricity – purchased from grid [kWh] | Electricity – purchased from grid [kWh],31 May 2023 | 30 Jun 2022,none | none,,0,0.0,Legitimate succession - closed predecessor plus live replacement
